[2026-07-23 10:49:28,849][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/allenai/ai2_arc/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-07-23 10:55:31,827][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:31,827][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:31,828][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:31,839][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:31,892][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.556254195020479 and rel_err 1.0
[2026-07-23 10:55:31,892][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.556254195020479 and rel_err 1.0
[2026-07-23 10:55:31,892][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.556254195020479 and rel_err 1.0
[2026-07-23 10:55:31,908][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:31,975][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:31,976][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:31,976][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:31,987][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,133][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,135][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,135][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,146][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,216][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,216][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,216][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,227][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,287][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.48770611171512 and rel_err 1.0
[2026-07-23 10:55:32,287][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.48770611171512 and rel_err 1.0
[2026-07-23 10:55:32,287][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.48770611171512 and rel_err 1.0
[2026-07-23 10:55:32,300][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,362][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:32,363][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:32,363][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:32,375][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,534][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.867697943015068 and rel_err 1.0
[2026-07-23 10:55:32,534][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.867697943015068 and rel_err 1.0
[2026-07-23 10:55:32,534][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.867697943015068 and rel_err 1.0
[2026-07-23 10:55:32,552][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,626][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.856383670134514 and rel_err 1.0
[2026-07-23 10:55:32,627][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.856383670134514 and rel_err 1.0
[2026-07-23 10:55:32,627][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.856383670134514 and rel_err 1.0
[2026-07-23 10:55:32,642][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,704][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.598881052778047 and rel_err 1.0
[2026-07-23 10:55:32,704][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.598881052778047 and rel_err 1.0
[2026-07-23 10:55:32,707][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.598881052778047 and rel_err 1.0
[2026-07-23 10:55:32,716][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,775][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:32,775][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:32,775][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:32,794][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:32,946][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,947][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,947][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:32,962][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,036][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.845743287396546 and rel_err 1.0
[2026-07-23 10:55:33,037][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.845743287396546 and rel_err 1.0
[2026-07-23 10:55:33,037][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.845743287396546 and rel_err 1.0
[2026-07-23 10:55:33,049][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,114][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:33,114][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:33,115][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:33,127][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,195][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:33,195][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:33,196][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:33,208][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,371][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.841672588181611 and rel_err 1.0
[2026-07-23 10:55:33,371][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.841672588181611 and rel_err 1.0
[2026-07-23 10:55:33,371][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.841672588181611 and rel_err 1.0
[2026-07-23 10:55:33,392][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,474][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.863258708310243 and rel_err 1.0
[2026-07-23 10:55:33,474][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.863258708310243 and rel_err 1.0
[2026-07-23 10:55:33,475][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.863258708310243 and rel_err 1.0
[2026-07-23 10:55:33,485][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,547][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.44623927955417 and rel_err 1.0
[2026-07-23 10:55:33,547][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.44623927955417 and rel_err 1.0
[2026-07-23 10:55:33,547][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.44623927955417 and rel_err 1.0
[2026-07-23 10:55:33,567][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,638][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:33,638][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:33,639][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:33,651][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,817][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.863258708310243 and rel_err 1.0
[2026-07-23 10:55:33,817][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.863258708310243 and rel_err 1.0
[2026-07-23 10:55:33,817][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.863258708310243 and rel_err 1.0
[2026-07-23 10:55:33,834][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,911][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:33,911][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:33,911][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.117711234850853 and rel_err 1.0
[2026-07-23 10:55:33,925][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:33,989][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.556254195020479 and rel_err 1.0
[2026-07-23 10:55:33,990][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.556254195020479 and rel_err 1.0
[2026-07-23 10:55:33,990][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.556254195020479 and rel_err 1.0
[2026-07-23 10:55:34,003][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,075][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:34,075][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:34,075][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:34,094][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,243][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.85220401362893 and rel_err 1.0
[2026-07-23 10:55:34,243][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.85220401362893 and rel_err 1.0
[2026-07-23 10:55:34,245][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.85220401362893 and rel_err 1.0
[2026-07-23 10:55:34,259][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,325][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,326][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,326][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,338][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,405][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:34,405][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:34,406][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.916080821318596 and rel_err 1.0
[2026-07-23 10:55:34,408][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,475][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:34,475][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:34,475][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:34,492][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,639][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,639][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,648][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,663][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,736][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,737][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,737][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.070211339783784 and rel_err 1.0
[2026-07-23 10:55:34,749][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,821][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.598881052778047 and rel_err 1.0
[2026-07-23 10:55:34,821][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.598881052778047 and rel_err 1.0
[2026-07-23 10:55:34,822][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.598881052778047 and rel_err 1.0
[2026-07-23 10:55:34,825][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:34,891][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:34,891][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:34,891][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 14.523446489167329 and rel_err 1.0
[2026-07-23 10:55:34,912][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,068][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.845743287396546 and rel_err 1.0
[2026-07-23 10:55:35,069][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.845743287396546 and rel_err 1.0
[2026-07-23 10:55:35,069][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.845743287396546 and rel_err 1.0
[2026-07-23 10:55:35,079][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,149][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.841672588181611 and rel_err 1.0
[2026-07-23 10:55:35,150][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.841672588181611 and rel_err 1.0
[2026-07-23 10:55:35,150][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 13.841672588181611 and rel_err 1.0
[2026-07-23 10:55:35,162][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,237][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.48459856395511 and rel_err 1.0
[2026-07-23 10:55:35,237][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.48459856395511 and rel_err 1.0
[2026-07-23 10:55:35,238][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 12.48459856395511 and rel_err 1.0
[2026-07-23 10:55:35,250][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,313][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:35,313][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:35,313][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 16.053487587733237 and rel_err 1.0
[2026-07-23 10:55:35,324][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,488][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,566][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,643][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,722][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:55:35,958][pymc.sampling.mcmc][INFO] - Initializing NUTS using jitter+adapt_diag...
[2026-07-23 10:55:36,602][pymc.sampling.mcmc][INFO] - Multiprocess sampling (4 chains in 4 jobs)
[2026-07-23 10:55:36,602][pymc.sampling.mcmc][INFO] - NUTS: [alpha, beta]
[2026-07-23 10:56:31,858][pymc.sampling.mcmc][INFO] - Sampling 4 chains for 1_000 tune and 1_000 draw iterations (4_000 + 4_000 draws total) took 55 seconds.
[2026-07-23 10:56:31,991][pymc.sampling.mcmc][INFO] - Initializing NUTS using jitter+adapt_diag...
[2026-07-23 10:56:32,311][pymc.sampling.mcmc][INFO] - Multiprocess sampling (4 chains in 4 jobs)
[2026-07-23 10:56:32,312][pymc.sampling.mcmc][INFO] - NUTS: [alpha, beta]
[2026-07-23 10:57:27,429][pymc.sampling.mcmc][INFO] - Sampling 4 chains for 1_000 tune and 1_000 draw iterations (4_000 + 4_000 draws total) took 55 seconds.
[2026-07-23 10:57:27,543][pymc.sampling.mcmc][INFO] - Initializing NUTS using jitter+adapt_diag...
[2026-07-23 10:57:27,862][pymc.sampling.mcmc][INFO] - Multiprocess sampling (4 chains in 4 jobs)
[2026-07-23 10:57:27,862][pymc.sampling.mcmc][INFO] - NUTS: [alpha, beta]
[2026-07-23 10:58:22,529][pymc.sampling.mcmc][INFO] - Sampling 4 chains for 1_000 tune and 1_000 draw iterations (4_000 + 4_000 draws total) took 55 seconds.
[2026-07-23 10:58:22,571][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.660951455181351 and rel_err 1.0
[2026-07-23 10:58:22,571][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.660951455181351 and rel_err 1.0
[2026-07-23 10:58:22,571][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.660951455181351 and rel_err 1.0
[2026-07-23 10:58:22,580][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:22,648][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.660951455181351 and rel_err 1.0
[2026-07-23 10:58:22,648][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.660951455181351 and rel_err 1.0
[2026-07-23 10:58:22,649][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.660951455181351 and rel_err 1.0
[2026-07-23 10:58:22,659][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:22,727][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 4.912864902468513 and rel_err 1.0
[2026-07-23 10:58:22,727][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 4.912864902468513 and rel_err 1.0
[2026-07-23 10:58:22,727][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 4.912864902468513 and rel_err 1.0
[2026-07-23 10:58:22,739][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:22,803][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.73201752124458 and rel_err 1.0
[2026-07-23 10:58:22,803][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.73201752124458 and rel_err 1.0
[2026-07-23 10:58:22,804][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.73201752124458 and rel_err 1.0
[2026-07-23 10:58:22,815][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:22,961][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.608807968754464 and rel_err 1.0
[2026-07-23 10:58:22,961][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.608807968754464 and rel_err 1.0
[2026-07-23 10:58:22,961][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.608807968754464 and rel_err 1.0
[2026-07-23 10:58:22,973][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,053][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.608807968754464 and rel_err 1.0
[2026-07-23 10:58:23,054][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.608807968754464 and rel_err 1.0
[2026-07-23 10:58:23,054][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.608807968754464 and rel_err 1.0
[2026-07-23 10:58:23,065][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,123][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.050283511386921 and rel_err 1.0
[2026-07-23 10:58:23,124][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.050283511386921 and rel_err 1.0
[2026-07-23 10:58:23,124][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.050283511386921 and rel_err 1.0
[2026-07-23 10:58:23,136][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,202][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 9.040983442646557 and rel_err 1.0
[2026-07-23 10:58:23,202][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 9.040983442646557 and rel_err 1.0
[2026-07-23 10:58:23,203][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 9.040983442646557 and rel_err 1.0
[2026-07-23 10:58:23,207][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,357][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.649119635170212 and rel_err 1.0
[2026-07-23 10:58:23,357][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.649119635170212 and rel_err 1.0
[2026-07-23 10:58:23,357][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.649119635170212 and rel_err 1.0
[2026-07-23 10:58:23,373][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,443][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.649119635170212 and rel_err 1.0
[2026-07-23 10:58:23,443][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.649119635170212 and rel_err 1.0
[2026-07-23 10:58:23,444][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.649119635170212 and rel_err 1.0
[2026-07-23 10:58:23,457][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,527][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.5064628341038 and rel_err 1.0
[2026-07-23 10:58:23,527][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.5064628341038 and rel_err 1.0
[2026-07-23 10:58:23,527][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.5064628341038 and rel_err 1.0
[2026-07-23 10:58:23,538][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,616][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.222378476354074 and rel_err 1.0
[2026-07-23 10:58:23,616][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.222378476354074 and rel_err 1.0
[2026-07-23 10:58:23,616][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.222378476354074 and rel_err 1.0
[2026-07-23 10:58:23,628][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,788][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.650517483299485 and rel_err 1.0
[2026-07-23 10:58:23,789][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.650517483299485 and rel_err 1.0
[2026-07-23 10:58:23,789][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.650517483299485 and rel_err 1.0
[2026-07-23 10:58:23,804][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,873][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.650517483299485 and rel_err 1.0
[2026-07-23 10:58:23,873][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.650517483299485 and rel_err 1.0
[2026-07-23 10:58:23,874][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.650517483299485 and rel_err 1.0
[2026-07-23 10:58:23,886][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:23,947][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 5.753174265132953 and rel_err 1.0
[2026-07-23 10:58:23,948][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 5.753174265132953 and rel_err 1.0
[2026-07-23 10:58:23,948][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 5.753174265132953 and rel_err 1.0
[2026-07-23 10:58:23,956][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,023][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.151631481217692 and rel_err 1.0
[2026-07-23 10:58:24,023][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.151631481217692 and rel_err 1.0
[2026-07-23 10:58:24,023][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.151631481217692 and rel_err 1.0
[2026-07-23 10:58:24,033][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,187][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.646214683597794 and rel_err 1.0
[2026-07-23 10:58:24,188][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.646214683597794 and rel_err 1.0
[2026-07-23 10:58:24,188][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.646214683597794 and rel_err 1.0
[2026-07-23 10:58:24,199][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,277][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.646214683597794 and rel_err 1.0
[2026-07-23 10:58:24,277][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.646214683597794 and rel_err 1.0
[2026-07-23 10:58:24,277][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.646214683597794 and rel_err 1.0
[2026-07-23 10:58:24,290][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,341][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 5.095446411275959 and rel_err 1.0
[2026-07-23 10:58:24,341][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 5.095446411275959 and rel_err 1.0
[2026-07-23 10:58:24,341][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 5.095446411275959 and rel_err 1.0
[2026-07-23 10:58:24,364][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,423][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.273662191440039 and rel_err 1.0
[2026-07-23 10:58:24,423][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.273662191440039 and rel_err 1.0
[2026-07-23 10:58:24,423][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 7.273662191440039 and rel_err 1.0
[2026-07-23 10:58:24,440][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,590][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.808791182362007 and rel_err 1.0
[2026-07-23 10:58:24,591][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.808791182362007 and rel_err 1.0
[2026-07-23 10:58:24,591][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.808791182362007 and rel_err 1.0
[2026-07-23 10:58:24,601][pymc.sampling.forward][INFO] - Sampling: []
[2026-07-23 10:58:24,670][pytensor.tensor.type][INFO] - numpy allclose failed for abs_err 6.808791182362007 and rel_err 1.0
